# Zones

## General
PlayerInitRequestHandler.LevelCap:			            이 전장의 레벨 제한을 초과했습니다!
Zone.ScreenDescription.TheFoothillsofAlbion:		알비온 구릉지
Zone.Description.TheFoothillsofHibernia:			하이버니아 구릉지
Zone.ScreenDescription.TheFoothillsofHibernia:		하이버니아 구릉지
Zone.Description.TheFoothillsofMidgard:				미드가르드 구릉지
Zone.ScreenDescription.TheFoothillsofMidgard:		미드가르드 구릉지
Zone.Description.LeSanctuaireDuHautConsule:			고위 집정관의 성소
Zone.ScreenDescription.LeSanctuaireDuHautConsule:	고위 집정관의 성소

### Labyrinth of the Minotaur
Zone.Description.LaTourdesArcanesALB:				알비온 비전의 탑
Zone.ScreenDescription.LaTourdesArcanesALB:			알비온 비전의 탑
Zone.Description.LaTourdesArcanesHIB:				하이버니아 비전의 탑
Zone.ScreenDescription.LaTourdesArcanesHIB:			하이버니아 비전의 탑
Zone.Description.LaTourdesArcanesMID:				미드가르드 비전의 탑
Zone.ScreenDescription.LaTourdesArcanesMID:			미드가르드 비전의 탑
Zone.Description.Labyrinth:							미궁
Zone.ScreenDescription.Labyrinth:					미궁

### Miscellaneous
Zone.Description.Alb30Dungeon:						알비온 30 던전
Zone.ScreenDescription.Alb30Dungeon:				알비온 30 던전
Zone.Description.Alb45Dungeon:						알비온 45 던전
Zone.ScreenDescription.Alb45Dungeon:				알비온 45 던전
Zone.Description.ArtInside:							아트 내부
Zone.ScreenDescription.ArtInside:					아트 내부
Zone.Description.ArtOutside:						아트 외부
Zone.ScreenDescription.ArtOutside:					아트 외부
Zone.Description.BanditLair:						도적 소굴
Zone.ScreenDescription.BanditLair:					도적 소굴
Zone.Description.BrutalRealization:					잔혹한 깨달음
Zone.ScreenDescription.BrutalRealization:			잔혹한 깨달음
Zone.Description.DummyZone:							더미 지역
Zone.ScreenDescription.DummyZone:					더미 지역
Zone.Description.GnollLair:							놀 소굴
Zone.ScreenDescription.GnollLair:					놀 소굴
Zone.Description.Half-OrcCamp:						하프오크 야영지
Zone.ScreenDescription.Half-OrcCamp:				하프오크 야영지
Zone.Description.Hib30Dungeon:						하이버니아 30 던전
Zone.ScreenDescription.Hib30Dungeon:				하이버니아 30 던전
Zone.Description.Hib45Dungeon:						하이버니아 45 던전
Zone.ScreenDescription.Hib45Dungeon:				하이버니아 45 던전
Zone.Description.HistoryRepeatsItself:				역사는 반복된다
Zone.ScreenDescription.HistoryRepeatsItself:		역사는 반복된다
Zone.Description.HoundsofArawn:						아로운의 사냥개들
Zone.ScreenDescription.HoundsofArawn:				아로운의 사냥개들
Zone.Description.Mid30Dungeon:						미드가르드 30 던전
Zone.ScreenDescription.Mid30Dungeon:				미드가르드 30 던전
Zone.Description.Mid45Dungeon:						미드가르드 45 던전
Zone.ScreenDescription.Mid45Dungeon:				미드가르드 45 던전
Zone.Description.PassageofEchoes:					메아리의 통로
Zone.ScreenDescription.PassageofEchoes:				메아리의 통로
Zone.Description.PastandPresent:					과거와 현재
Zone.ScreenDescription.PastandPresent:				과거와 현재
Zone.Description.Vandr'sBane:						반드르의 파멸
Zone.ScreenDescription.Vandr'sBane:					반드르의 파멸

### New Frontier
Zone.Description.Agramon:							아그라몬
Zone.ScreenDescription.Agramon:						아그라몬
Zone.Description.IrishSea:							아일랜드 해
Zone.ScreenDescription.IrishSea:					아일랜드 해
Zone.Description.PassageofConflict:					분쟁의 통로
Zone.ScreenDescription.PassageofConflict:			분쟁의 통로
Zone.Description.UnamedSea2:						이름 없는 바다 2
Zone.ScreenDescription.UnamedSea2:					이름 없는 바다 2

### Starter/Tutorial
Zone.Description.AlbLaunch:							알비온 출발지
Zone.ScreenDescription.AlbLaunch:					알비온 출발지
Zone.Description.AlbLaunch2:						알비온 출발지 2
Zone.ScreenDescription.AlbLaunch2:					알비온 출발지 2
Zone.Description.Constantine'sSound:				콘스탄틴 해협
Zone.ScreenDescription.Constantine'sSound:			콘스탄틴 해협
Zone.Description.Grenlock'sSound:					그렌록 해협
Zone.ScreenDescription.Grenlock'sSound:				그렌록 해협
Zone.Description.HibLaunch:							하이버니아 출발지
Zone.ScreenDescription.HibLaunch:					하이버니아 출발지
Zone.Description.HibLaunch2:						하이버니아 출발지 2
Zone.ScreenDescription.HibLaunch2:					하이버니아 출발지 2
Zone.Description.Lamfhota'sSound:					람포타 해협
Zone.ScreenDescription.Lamfhota'sSound:				람포타 해협
Zone.Description.MidLaunch:							미드가르드 출발지
Zone.ScreenDescription.MidLaunch:					미드가르드 출발지
Zone.Description.MidLaunch2:						미드가르드 출발지 2
Zone.ScreenDescription.MidLaunch2:					미드가르드 출발지 2

### Trials of Atlantis
Zone.Description.Aphophian:							아포피안
Zone.ScreenDescription.Aphophian:					아포피안
Zone.Description.ArborGlen:							아버 글렌
Zone.ScreenDescription.ArborGlen:					아버 글렌
Zone.Description.AshenIsles:						잿빛 섬들
Zone.ScreenDescription.AshenIsles:					잿빛 섬들
Zone.Description.Cetus'Pit:							케투스의 구덩이
Zone.ScreenDescription.Cetus'Pit:					케투스의 구덩이
Zone.Description.CityofAerus:						에어러스 도시
Zone.ScreenDescription.CityofAerus:					에어러스 도시
Zone.Description.DeepVolcanus:						딥 볼카누스
Zone.ScreenDescription.DeepVolcanus:				딥 볼카누스
Zone.Description.GreenGlades:						초록 숲터
Zone.ScreenDescription.GreenGlades:					초록 숲터
Zone.Description.HallsofMa'ati:						마아티의 전당
Zone.ScreenDescription.HallsofMa'ati:				마아티의 전당
Zone.Description.Hephaestian:						헤파이스티안
Zone.ScreenDescription.Hephaestian:					헤파이스티안
Zone.Description.LandofAtum:						아툼의 땅
Zone.ScreenDescription.LandofAtum:					아툼의 땅
Zone.Description.Mesothalassa:						메소탈라사
Zone.ScreenDescription.Mesothalassa:				메소탈라사
Zone.Description.OceanusBoreal:						오케아누스 보레알
Zone.ScreenDescription.OceanusBoreal:				오케아누스 보레알
Zone.Description.OceanusHesperos:					오케아누스 헤스페로스
Zone.ScreenDescription.OceanusHesperos:				오케아누스 헤스페로스
Zone.Description.OceanusNotos:						오케아누스 노토스
Zone.ScreenDescription.OceanusNotos:				오케아누스 노토스
Zone.Description.OceanusAnatole:					오케아누스 아나톨레
Zone.ScreenDescription.OceanusAnatole:				오케아누스 아나톨레
Zone.Description.RuinsofAtlantis:					아틀란티스 폐허
Zone.ScreenDescription.RuinsofAtlantis:				아틀란티스 폐허
Zone.Description.RuineraravAtlantis:				아틀란티스 폐허
Zone.ScreenDescription.RuineraravAtlantis:			아틀란티스 폐허
Zone.Description.ScriosdeAtlantis:					아틀란티스 폐허
Zone.ScreenDescription.ScriosdeAtlantis:			아틀란티스 폐허
Zone.Description.Shaitan:							샤이탄
Zone.ScreenDescription.Shaitan:						샤이탄
Zone.Description.SobekiteEternal:					영원의 소베카이트
Zone.ScreenDescription.SobekiteEternal:				영원의 소베카이트
Zone.Description.StygianDelta:						스티지아 삼각주
Zone.ScreenDescription.StygianDelta:				스티지아 삼각주
Zone.Description.TempleofTwilight:					황혼의 사원
Zone.ScreenDescription.TempleofTwilight:			황혼의 사원
Zone.Description.theGreatPyramidofStygia:			스티지아의 대피라미드
Zone.ScreenDescription.theGreatPyramidofStygia:		스티지아의 대피라미드
Zone.Description.Typhon'sReach:						티폰의 손길
Zone.ScreenDescription.Typhon'sReach:				티폰의 손길
Zone.Description.Volurgon:							볼루르곤
Zone.ScreenDescription.Volurgon:					볼루르곤
